Game Type,Home,Away,Game,Team,Squad,Number,ACTION,Danger,Notes,Contested/Uncontested Chance,Period,Strength,,Team Totals All Situations: VAUGHAN KINGS,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,5,S,LD,NO REB,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,21,S,LD,NO REB,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,77,GOAL,LD,,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,88,S,LD,NO REB,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,72,P,MD,TIP,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,88,S,MD,TIP,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,66,P,MD,,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,17,S,MD,,C,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,18,S,LD,NO REB,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,9,B,LD,,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,5,B,LD,,,3,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,24,B,LD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,5,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,88,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,9,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,88,P,MD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,2,B,MD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,2,B,LD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,96,M,LD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,5,M,LD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,22,S,HD,,U,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,17,P,HD,TIP,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,9,S,HD,TIP,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,17,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,50,P,HD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,48,S,HD,BWAY,U,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,66,M,LD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,5,M,LD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,88,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,16,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,18,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,18,P,HD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,17,M,HD,,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,17,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,21,POST,HD,,C,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,17,M,HD,,C,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Detroit Honeybaked,H,13,S,LD,NO REB,,4,EV,,,,,
Silver Stick,Detroit Honeybaked,Don Mills Flyers,Detroit Honeybaked vs. Don Mills Flyers - Silver Stick,Don Mills Flyers,D,9,B,LD,,,4,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,10,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,16,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,S,MD,,C,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,13,B,MD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,3,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,17,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,17,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,88,P,MD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,86,B,MD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,19,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,86,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,44,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,11,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,19,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,22,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,92,S,REB,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,13,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,92,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,88,ASSIST,HD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,86,GOAL,HD,,C,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,8,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,91,P,HD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,17,B,HD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,16,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,86,P,MD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,11,B,MD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,86,ASSIST,MD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,6,ASSIST,HD,,,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,11,GOAL,HD,,U,1,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,17,S,LD,REB,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,5,M,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,19,B,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,13,S,LD,NO REB,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,6,M,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,11,B,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,14,B,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,13,P,MD,,,2,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,S,MD,,C ,2,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,13,B,MD,,,2,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,17,POST,LD,,,2,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,GOAL,HD,,U,2,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,92,B,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,16,B,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,92,B,MD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,86,M,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,92,B,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,S,MD,,C,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,92,P,MD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,17,S,MD,,C,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,14,P,MD,,,2,PP,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,10,S,LD,NO REB,,2,PP,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,4,P,HD,,C,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,11,S,HD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,19,P,,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,91,M,,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,55,B,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,M,LD,,,2,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,16,S,LD,REB,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,S,HD,,C,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,M,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,16,B,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,GOAL,HD,,C,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,86,B,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,11,P,HD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,,B,HD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,,POST,HD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,14,M,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,9,S,LD,NO REB,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,19,S,MD,,C,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,11,S,LD,NO REB,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,6,M,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,7,B,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,10,B,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,19,P,HD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,8,B,HD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,17,B,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,5,S,LD,NO REB,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,13,M,LD,,,3,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,19,ASSIST,MD,,,3,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,GOAL,MD,,U,3,PK,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,86,B,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,M,LD,,,3,PP,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,,S,HD,TIP,,3,PP,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,GOAL,HD,,,3,PP,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,38,S,MD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,11,POST,HD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,19,P,HD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,86,S,HD,,C,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,10,S,LD,NO REB,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,16,M,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,11,S,LD,REB,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,13,M,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,Hill Academy,H,16,S,LD,NO REB,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,19,S,MD,,C,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,GOAL,HD,,U,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,88,B,LD,,,3,EV,,,,,
Silver Stick,London Knights,Hill Academy,London Knights vs. Hill Academy - Silver Stick,London Knights,L,18,GOAL,HD,,U,3,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,44,P,MD,,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,11,S,MD,,C,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,Central Ontario Wolves,C,17,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,Central Ontario Wolves,C,91,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,Central Ontario Wolves,C,77,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,18,B,MD,,,1,PK,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,18,P,MD,,,1,PK,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,11,S,MD,,C,1,PK,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,11,S,HD,,C,1,PK,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,19,B,LD,,,1,PK,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,Central Ontario Wolves,C,13,S,MD,,C,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,Central Ontario Wolves,C,34,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,44,S,MD,,C,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,10,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,10,S,LD,REB,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,91,S,HD,REB,C,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,Central Ontario Wolves,C,13,S,LD,NO REB,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,19,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,5,M,LD,,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,Central Ontario Wolves,C,88,GOAL,HD,,U,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,44,S,HD,,C,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,16,B,LD,,,1,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,11,P,MD,,,2,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,19,S,MD,,U,2,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,5,S,LD,NO REB,,2,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,22,S,MD,,C,2,EV,,,,,
Silver Stick,London Knights,Central Ontario Wolves,London Knights vs. Central Ontario Wolves - Silver Stick,London Knights,L,86,S,HD,,U,2,EV,,,,,
